,club_name,player_name,age,position,club_involved_name,fee,fee_converted,transfer_movement,transfer_period,league_name,year,season
8981,SM Caen,Ivan Santini,27.0,Striker,Standard Liège,£2.25m,2.9046914595000004,in,Summer,Ligue 1,2016,2016/2017
8982,SM Caen,Ronny Rodelin,26.0,Right Winger,LOSC Lille,£900Th.,1.1618765838,in,Summer,Ligue 1,2016,2016/2017
8983,SM Caen,Ismaël Diomandé,23.0,Defensive Midfield,Saint-Étienne,£675Th.,0.8714074378500002,in,Summer,Ligue 1,2016,2016/2017
8984,Stade Rennais FC,Ramy Bensebaini,21.0,Left-Back,Paradou AC,£1.80m,2.3237531676,in,Summer,Ligue 1,2016,2016/2017
8985,Stade Rennais FC,Afonso Figueiredo,23.0,Left-Back,Boavista,£243Th.,0.313706677626,in,Summer,Ligue 1,2016,2016/2017
8986,SCO Angers,Famara Diédhiou,23.0,Striker,Clermont Foot,£1.44m,1.85900253408,in,Summer,Ligue 1,2016,2016/2017
8987,SCO Angers,Karl Toko Ekambi,23.0,Striker,FC Sochaux,£900Th.,1.1618765838,in,Summer,Ligue 1,2016,2016/2017
8988,SCO Angers,Mathieu Michel,24.0,Goalkeeper,Nîmes Olympique,£900Th.,1.1618765838,in,Summer,Ligue 1,2016,2016/2017
8989,SCO Angers,Jamel Saihi,29.0,Defensive Midfield,Montpellier,£720Th.,0.92950126704,in,Summer,Ligue 1,2016,2016/2017
8990,SCO Angers,Baptiste Santamaria,21.0,Defensive Midfield,Tours FC,£450Th.,0.5809382919,in,Summer,Ligue 1,2016,2016/2017
8991,SCO Angers,Flavien Tait,23.0,Left Winger,LB Châteauroux,£270Th.,0.34856297514,in,Summer,Ligue 1,2016,2016/2017
8992,SC Bastia,Farid Boulaya,23.0,Right Winger,Clermont Foot,£225Th.,0.29046914595,in,Summer,Ligue 1,2016,2016/2017
8993,FC Girondins Bordeaux,Jérémy Ménez,29.0,Right Winger,AC Milan,£2.57m,3.31780313374,in,Summer,Ligue 1,2016,2016/2017
8994,FC Girondins Bordeaux,Paul Bernardoni,19.0,Goalkeeper,Troyes,£2.25m,2.9046914595000004,in,Summer,Ligue 1,2016,2016/2017
8995,FC Girondins Bordeaux,François Kamano,20.0,Left Winger,SC Bastia,£2.25m,2.9046914595000004,in,Summer,Ligue 1,2016,2016/2017
8996,FC Girondins Bordeaux,Igor Lewczuk,31.0,Centre-Back,Legia Warszawa,£900Th.,1.1618765838,in,Summer,Ligue 1,2016,2016/2017
8997,Olympique Marseille,Rémy Cabella,26.0,Attacking Midfield,Newcastle,£7.20m,9.2950126704,in,Summer,Ligue 1,2016,2016/2017
8998,Olympique Marseille,Tomas Hubocan,30.0,Right-Back,Dynamo Moscow,£1.08m,1.39425190056,in,Summer,Ligue 1,2016,2016/2017
8999,Olympique Marseille,Saîf-Eddine Khaoui,21.0,Attacking Midfield,Tours FC,£900Th.,1.1618765838,in,Summer,Ligue 1,2016,2016/2017
9000,FC Nantes,Mariusz Stepinski,21.0,Striker,Ruch Chorzow,£1.80m,2.3237531676,in,Summer,Ligue 1,2016,2016/2017
9001,FC Nantes,Diego Carlos,23.0,Centre-Back,Estoril,£1.17m,1.51043955894,in,Summer,Ligue 1,2016,2016/2017
9002,FC Nantes,Lucas Lima,24.0,Left-Back,Arouca,£990Th.,1.2780642421800001,in,Summer,Ligue 1,2016,2016/2017
9003,FC Nantes,Nicolaj Thomsen,23.0,Left Winger,Aalborg BK,£540Th.,0.69712595028,in,Summer,Ligue 1,2016,2016/2017
9004,FC Lorient,Cafú,23.0,Central Midfield,Vit. Guimarães,£1.80m,2.3237531676,in,Summer,Ligue 1,2016,2016/2017
9005,FC Lorient,Lindsay Rose,24.0,Centre-Back,Olympique Lyon,£1.35m,1.7428148757000004,in,Summer,Ligue 1,2016,2016/2017
9006,FC Lorient,Steven Moreira,22.0,Right-Back,Stade Rennais,£1.08m,1.39425190056,in,Summer,Ligue 1,2016,2016/2017
9007,FC Lorient,Faïz Selemani,22.0,Left Winger,Chamois Niort,£810Th.,1.0456889254200001,in,Summer,Ligue 1,2016,2016/2017
9008,FC Toulouse,Christopher Jullien,23.0,Centre-Back,SC Freiburg,£2.52m,3.2532544346400005,in,Summer,Ligue 1,2016,2016/2017
9009,FC Toulouse,Jimmy Durmaz,27.0,Right Winger,Olympiacos,£1.80m,2.3237531676,in,Summer,Ligue 1,2016,2016/2017
9010,FC Toulouse,Ola Toivonen,30.0,Striker,Stade Rennais,£1.35m,1.7428148757000004,in,Summer,Ligue 1,2016,2016/2017
9011,FC Toulouse,Jessy Pi,22.0,Defensive Midfield,Monaco,£630Th.,0.8133136086600001,in,Summer,Ligue 1,2016,2016/2017
9012,AS Nancy-Lorraine,Vincent Marchetti,19.0,Defensive Midfield,AC Ajaccio,£1.35m,1.7428148757000004,in,Summer,Ligue 1,2016,2016/2017
9013,AS Nancy-Lorraine,Sergey Chernik,27.0,Goalkeeper,BATE Borisov,£450Th.,0.5809382919,in,Summer,Ligue 1,2016,2016/2017
9014,AS Nancy-Lorraine,Erick Cabaco,21.0,Centre-Back,Nacional,Loan fee:£270Th.,0.34856297514,in,Summer,Ligue 1,2016,2016/2017
9015,Dijon FCO,Ádám Lang,23.0,Centre-Back,Videoton FC,£900Th.,1.1618765838,in,Summer,Ligue 1,2016,2016/2017
9016,Dijon FCO,Arnold Bouka Moutou,27.0,Left-Back,SCO Angers,£360Th.,0.46475063352,in,Summer,Ligue 1,2016,2016/2017
9017,Dijon FCO,Mehdi Abeid,24.0,Central Midfield,Panathinaikos,£225Th.,0.29046914595,in,Summer,Ligue 1,2016,2016/2017
9018,Paris Saint-Germain,Julian Draxler,23.0,Attacking Midfield,VfL Wolfsburg,£32.40m,41.8275570168,in,Winter,Ligue 1,2016,2016/2017
9019,Paris Saint-Germain,Gonçalo Guedes,20.0,Left Winger,Benfica,£27.00m,34.856297514000005,in,Winter,Ligue 1,2016,2016/2017
9020,Olympique Lyon,Memphis Depay,22.0,Left Winger,Man Utd,£14.40m,18.5900253408,in,Winter,Ligue 1,2016,2016/2017
9021,AS Monaco,Jorge,20.0,Left-Back,Flamengo,£7.65m,9.875950962300001,in,Winter,Ligue 1,2016,2016/2017
9022,OGC Nice,Bassem Srarfi,19.0,Right Winger,Club Africain,£1.35m,1.7428148757000004,in,Winter,Ligue 1,2016,2016/2017
9023,LOSC Lille,Anwar El Ghazi,21.0,Right Winger,Ajax,£6.30m,8.1331360866,in,Winter,Ligue 1,2016,2016/2017
9024,LOSC Lille,Farès Bahlouli,21.0,Attacking Midfield,Monaco,£3.15m,4.0665680433,in,Winter,Ligue 1,2016,2016/2017
9025,LOSC Lille,Gabriel Magalhães,19.0,Centre-Back,Avaí FC,£2.70m,3.4856297514000008,in,Winter,Ligue 1,2016,2016/2017
9026,LOSC Lille,Júnior Alonso,23.0,Centre-Back,Cerro Porteño,£2.25m,2.9046914595000004,in,Winter,Ligue 1,2016,2016/2017
9027,LOSC Lille,Xeka,22.0,Central Midfield,Braga,Loan fee:£180Th.,0.23237531676,in,Winter,Ligue 1,2016,2016/2017
9028,FC Girondins Bordeaux,Younousse Sankharé,27.0,Central Midfield,LOSC Lille,£2.70m,3.4856297514000008,in,Winter,Ligue 1,2016,2016/2017
9029,Montpellier HSC,Keagan Dolly,24.0,Left Winger,Sundowns,£1.53m,1.9751901924600002,in,Winter,Ligue 1,2016,2016/2017
9030,Montpellier HSC,Isaac Mbenza,20.0,Left Winger,Standard Liège,£1.53m,1.9751901924600002,in,Winter,Ligue 1,2016,2016/2017
9031,Montpellier HSC,Nordi Mukiele,19.0,Right-Back,Stade Lavallois,£1.35m,1.7428148757000004,in,Winter,Ligue 1,2016,2016/2017
9032,Montpellier HSC,Lukas Pokorny,23.0,Centre-Back,Slovan Liberec,£1.35m,1.7428148757000004,in,Winter,Ligue 1,2016,2016/2017
9033,Olympique Marseille,Dimitri Payet,29.0,Left Winger,West Ham,£26.37m,34.04298390534,in,Winter,Ligue 1,2016,2016/2017
9034,Olympique Marseille,Morgan Sanson,22.0,Central Midfield,Montpellier,£8.10m,10.4568892542,in,Winter,Ligue 1,2016,2016/2017
9035,Olympique Marseille,Grégory Sertic,27.0,Defensive Midfield,G. Bordeaux,£1.35m,1.7428148757000004,in,Winter,Ligue 1,2016,2016/2017
9036,FC Lorient,Mathieu Peybernes,26.0,Centre-Back,SC Bastia,£1.80m,2.3237531676,in,Winter,Ligue 1,2016,2016/2017
9037,FC Lorient,Alhassan Wakaso,25.0,Defensive Midfield,Rio Ave FC,£900Th.,1.1618765838,in,Winter,Ligue 1,2016,2016/2017
9038,FC Toulouse,Andy Delort,25.0,Striker,Tigres UANL,£5.40m,6.9712595028000015,in,Winter,Ligue 1,2016,2016/2017
9039,Dijon FCO,Chang-hoon Kwon,22.0,Right Winger,Suwon Bluewings,£1.35m,1.7428148757000004,in,Winter,Ligue 1,2016,2016/2017
9040,FC Metz,Fallou Diagne,27.0,Centre-Back,Werder Bremen,Loan fee:£360Th.,0.46475063352,in,Winter,Ligue 1,2016,2016/2017
9041,Bayern Munich,Renato Sanches,18.0,Central Midfield,Benfica,£31.50m,40.665680433,in,Summer,Bundesliga,2016,2016/2017
9042,Bayern Munich,Mats Hummels,27.0,Centre-Back,Bor. Dortmund,£31.50m,40.665680433,in,Summer,Bundesliga,2016,2016/2017
9043,Borussia Dortmund,André Schürrle,25.0,Left Winger,VfL Wolfsburg,£27.00m,34.856297514000005,in,Summer,Bundesliga,2016,2016/2017
9044,Borussia Dortmund,Mario Götze,24.0,Attacking Midfield,Bayern Munich,£19.80m,25.561284843600003,in,Summer,Bundesliga,2016,2016/2017
9045,Borussia Dortmund,Ousmane Dembélé,19.0,Right Winger,Stade Rennais,£13.50m,17.428148757000002,in,Summer,Bundesliga,2016,2016/2017
9046,Borussia Dortmund,Sebastian Rode,25.0,Central Midfield,Bayern Munich,£10.80m,13.942519005600003,in,Summer,Bundesliga,2016,2016/2017
9047,Borussia Dortmund,Raphaël Guerreiro,22.0,Left Winger,FC Lorient,£10.80m,13.942519005600003,in,Summer,Bundesliga,2016,2016/2017
9048,Borussia Dortmund,Emre Mor,18.0,Right Winger,Nordsjaelland,£8.78m,11.334751561960001,in,Summer,Bundesliga,2016,2016/2017
9049,Borussia Dortmund,Marc Bartra,25.0,Centre-Back,FC Barcelona,£7.20m,9.2950126704,in,Summer,Bundesliga,2016,2016/2017
9050,Borussia Dortmund,Mikel Merino,20.0,Central Midfield,CA Osasuna,£3.38m,4.3634920591599995,in,Summer,Bundesliga,2016,2016/2017
9051,Bayer 04 Leverkusen,Aleksandar Dragovic,25.0,Centre-Back,Dynamo Kyiv,£18.90m,24.3994082598,in,Summer,Bundesliga,2016,2016/2017
9052,Bayer 04 Leverkusen,Kevin Volland,23.0,Striker,TSG Hoffenheim,£18.00m,23.237531676000003,in,Summer,Bundesliga,2016,2016/2017
9053,Bayer 04 Leverkusen,Julian Baumgartlinger,28.0,Defensive Midfield,1.FSV Mainz 05,£3.60m,4.6475063352,in,Summer,Bundesliga,2016,2016/2017
9054,Bayer 04 Leverkusen,Jonas Meffert,21.0,Defensive Midfield,Karlsruher SC,£540Th.,0.69712595028,in,Summer,Bundesliga,2016,2016/2017
9055,Bayer 04 Leverkusen,Danny da Costa,22.0,Right-Back,FC Ingolstadt,£450Th.,0.5809382919,in,Summer,Bundesliga,2016,2016/2017
9056,Bayer 04 Leverkusen,Ramazan Özcan,32.0,Goalkeeper,FC Ingolstadt,£450Th.,0.5809382919,in,Summer,Bundesliga,2016,2016/2017
9057,Borussia Mönchengladbach,Christoph Kramer,25.0,Defensive Midfield,Bay. Leverkusen,£13.50m,17.428148757000002,in,Summer,Bundesliga,2016,2016/2017
9058,Borussia Mönchengladbach,Jannik Vestergaard,23.0,Centre-Back,Werder Bremen,£11.25m,14.523457297500002,in,Summer,Bundesliga,2016,2016/2017
9059,Borussia Mönchengladbach,Lászlo Bénes,18.0,Central Midfield,MSK Zilina,£1.80m,2.3237531676,in,Summer,Bundesliga,2016,2016/2017
9060,FC Schalke 04,Breel Embolo,19.0,Striker,FC Basel,£23.85m,30.789729470700006,in,Summer,Bundesliga,2016,2016/2017
9061,FC Schalke 04,Benjamin Stambouli,26.0,Centre-Back,Paris SG,£7.20m,9.2950126704,in,Summer,Bundesliga,2016,2016/2017
9062,FC Schalke 04,Coke,29.0,Right-Back,Sevilla FC,£3.60m,4.6475063352,in,Summer,Bundesliga,2016,2016/2017
9063,FC Schalke 04,Abdul Rahman Baba,22.0,Left-Back,Chelsea,Loan fee:£450Th.,0.5809382919,in,Summer,Bundesliga,2016,2016/2017
9064,FC Schalke 04,Robert Leipertz,23.0,Right Winger,1.FC Heidenheim,£270Th.,0.34856297514,in,Summer,Bundesliga,2016,2016/2017
9065,1.FSV Mainz 05,Jhon Córdoba,23.0,Striker,Granada CF,£5.85m,7.5521977947,in,Summer,Bundesliga,2016,2016/2017
9066,1.FSV Mainz 05,Jean-Philippe Gbamin,20.0,Defensive Midfield,Lens,£4.50m,5.809382919000001,in,Summer,Bundesliga,2016,2016/2017
9067,1.FSV Mainz 05,Levin Öztunali,20.0,Right Winger,Bay. Leverkusen,£4.50m,5.809382919000001,in,Summer,Bundesliga,2016,2016/2017
9068,1.FSV Mainz 05,Gerrit Holtmann,21.0,Left Winger,E. Braunschweig,£2.70m,3.4856297514000008,in,Summer,Bundesliga,2016,2016/2017
9069,1.FSV Mainz 05,Jonas Lössl,27.0,Goalkeeper,Guingamp,£2.25m,2.9046914595000004,in,Summer,Bundesliga,2016,2016/2017
9070,1.FSV Mainz 05,José Rodríguez,21.0,Central Midfield,Galatasaray,£1.93m,2.4915797852600003,in,Summer,Bundesliga,2016,2016/2017
9071,1.FSV Mainz 05,Christian Clemens,24.0,Right Winger,FC Schalke 04,£1.80m,2.3237531676,in,Summer,Bundesliga,2016,2016/2017
9072,1.FSV Mainz 05,André Ramalho,24.0,Centre-Back,Bay. Leverkusen,Loan fee:£450Th.,0.5809382919,in,Summer,Bundesliga,2016,2016/2017
9073,Hertha BSC,Ondrej Duda,21.0,Attacking Midfield,Legia Warszawa,£3.78m,4.87988165196,in,Summer,Bundesliga,2016,2016/2017
9074,Hertha BSC,Alexander Esswein,26.0,Right Winger,FC Augsburg,£2.25m,2.9046914595000004,in,Summer,Bundesliga,2016,2016/2017
9075,VfL Wolfsburg,Yannick Gerhardt,22.0,Central Midfield,1. FC Köln,£11.70m,15.1043955894,in,Summer,Bundesliga,2016,2016/2017
9076,VfL Wolfsburg,Jeffrey Bruma,24.0,Centre-Back,PSV Eindhoven,£10.35m,13.361580713700002,in,Summer,Bundesliga,2016,2016/2017
9077,VfL Wolfsburg,Josip Brekalo,18.0,Left Winger,Dinamo Zagreb,£9.00m,11.618765838000002,in,Summer,Bundesliga,2016,2016/2017
9078,VfL Wolfsburg,Jakub Blaszczykowski,30.0,Right Winger,Bor. Dortmund,£4.50m,5.809382919000001,in,Summer,Bundesliga,2016,2016/2017
9079,VfL Wolfsburg,Josuha Guilavogui,25.0,Defensive Midfield,Atlético Madrid,£2.70m,3.4856297514000008,in,Summer,Bundesliga,2016,2016/2017
9080,VfL Wolfsburg,Borja Mayoral,19.0,Striker,Real Madrid,Loan fee:£2.70m,3.4856297514000008,in,Summer,Bundesliga,2016,2016/2017
9081,VfL Wolfsburg,Philipp Wollscheid,27.0,Centre-Back,Stoke City,Loan fee:£1.35m,1.7428148757000004,in,Summer,Bundesliga,2016,2016/2017
9082,VfL Wolfsburg,Mario Gómez,31.0,Striker,Fiorentina,£945Th.,1.21997041299,in,Summer,Bundesliga,2016,2016/2017
9083,1. FC Köln,Serhou Guirassy,20.0,Striker,LOSC Lille,£3.42m,4.41513101844,in,Summer,Bundesliga,2016,2016/2017
9084,1. FC Köln,Marco Höger,26.0,Defensive Midfield,FC Schalke 04,£1.17m,1.51043955894,in,Summer,Bundesliga,2016,2016/2017
9085,Hamburger SV,Filip Kostic,23.0,Left Winger,VfB Stuttgart,£12.60m,16.2662721732,in,Summer,Bundesliga,2016,2016/2017
9086,Hamburger SV,Douglas Santos,22.0,Left-Back,Atlético-MG,£5.85m,7.5521977947,in,Summer,Bundesliga,2016,2016/2017
9087,Hamburger SV,Alen Halilovic,20.0,Attacking Midfield,FC Barcelona,£4.50m,5.809382919000001,in,Summer,Bundesliga,2016,2016/2017
9088,Hamburger SV,Bobby Wood,23.0,Striker,Union Berlin,£3.60m,4.6475063352,in,Summer,Bundesliga,2016,2016/2017
9089,Hamburger SV,Luca Waldschmidt,20.0,Striker,E. Frankfurt,£1.17m,1.51043955894,in,Summer,Bundesliga,2016,2016/2017
9090,Hamburger SV,Arianit Ferati,18.0,Left Winger,VfB Stuttgart,£765Th.,0.9875950962300001,in,Summer,Bundesliga,2016,2016/2017
9091,Hamburger SV,Christian Mathenia,24.0,Goalkeeper,SV Darmstadt 98,£720Th.,0.92950126704,in,Summer,Bundesliga,2016,2016/2017
9092,FC Ingolstadt 04,Marcel Tisserand,23.0,Centre-Back,Monaco,£3.15m,4.0665680433,in,Summer,Bundesliga,2016,2016/2017
9093,FC Ingolstadt 04,Florent Hadergjonaj,22.0,Right-Back,BSC Young Boys,£1.80m,2.3237531676,in,Summer,Bundesliga,2016,2016/2017
9094,FC Ingolstadt 04,Robert Leipertz,23.0,Right Winger,FC Schalke 04,£1.35m,1.7428148757000004,in,Summer,Bundesliga,2016,2016/2017
9095,FC Ingolstadt 04,Martin Hansen,26.0,Goalkeeper,ADO Den Haag,£855Th.,1.10378275461,in,Summer,Bundesliga,2016,2016/2017
9096,FC Augsburg,Martin Hinteregger,23.0,Centre-Back,RB Salzburg,£9.45m,12.1997041299,in,Summer,Bundesliga,2016,2016/2017
9097,FC Augsburg,Jonathan Schmid,26.0,Right-Back,TSG Hoffenheim,£4.68m,6.04175823576,in,Summer,Bundesliga,2016,2016/2017
9098,FC Augsburg,Alfred Finnbogason,27.0,Striker,Real Sociedad,£3.60m,4.6475063352,in,Summer,Bundesliga,2016,2016/2017
9099,FC Augsburg,Takashi Usami,24.0,Left Winger,Gamba Osaka,£1.35m,1.7428148757000004,in,Summer,Bundesliga,2016,2016/2017
9100,FC Augsburg,Marvin Friedrich,20.0,Centre-Back,FC Schalke 04,£900Th.,1.1618765838,in,Summer,Bundesliga,2016,2016/2017
9101,SV Werder Bremen,Max Kruse,28.0,Second Striker,VfL Wolfsburg,£6.75m,8.714074378500001,in,Summer,Bundesliga,2016,2016/2017
9102,SV Werder Bremen,Serge Gnabry,21.0,Right Winger,Arsenal,£4.50m,5.809382919000001,in,Summer,Bundesliga,2016,2016/2017
9103,SV Werder Bremen,Florian Kainz,23.0,Left Winger,Rapid Vienna,£3.15m,4.0665680433,in,Summer,Bundesliga,2016,2016/2017
9104,SV Werder Bremen,Robert Bauer,21.0,Right-Back,FC Ingolstadt,£2.25m,2.9046914595000004,in,Summer,Bundesliga,2016,2016/2017
9105,SV Werder Bremen,Niklas Moisander,30.0,Centre-Back,Sampdoria,£1.53m,1.9751901924600002,in,Summer,Bundesliga,2016,2016/2017
9106,SV Werder Bremen,Fallou Diagne,26.0,Centre-Back,Stade Rennais,£1.35m,1.7428148757000004,in,Summer,Bundesliga,2016,2016/2017
9107,SV Darmstadt 98,Roman Bezjak,27.0,Striker,HNK Rijeka,£1.80m,2.3237531676,in,Summer,Bundesliga,2016,2016/2017
9108,SV Darmstadt 98,Immanuel Höhn,24.0,Centre-Back,SC Freiburg,£675Th.,0.8714074378500002,in,Summer,Bundesliga,2016,2016/2017
9109,SV Darmstadt 98,Michael Esser,28.0,Goalkeeper,Sturm Graz,£315Th.,0.40665680433000007,in,Summer,Bundesliga,2016,2016/2017
9110,SV Darmstadt 98,Alexander Milosevic,24.0,Centre-Back,Besiktas,Loan fee:£180Th.,0.23237531676,in,Summer,Bundesliga,2016,2016/2017
9111,SV Darmstadt 98,Antonio Colak,22.0,Striker,TSG Hoffenheim,Loan fee:£135Th.,0.17428148757,in,Summer,Bundesliga,2016,2016/2017
9112,SV Darmstadt 98,Leon Guwara,20.0,Left-Back,Werder Bremen,Loan fee:£45Th.,0.05809382919,in,Summer,Bundesliga,2016,2016/2017
9113,TSG 1899 Hoffenheim,Andrej Kramaric,25.0,Striker,Leicester,£9.90m,12.780642421800001,in,Summer,Bundesliga,2016,2016/2017
9114,TSG 1899 Hoffenheim,Lukas Rupp,25.0,Central Midfield,VfB Stuttgart,£4.50m,5.809382919000001,in,Summer,Bundesliga,2016,2016/2017
9115,TSG 1899 Hoffenheim,Kerem Demirbay,23.0,Central Midfield,Hamburger SV,£4.23m,5.460819943860001,in,Summer,Bundesliga,2016,2016/2017
9116,TSG 1899 Hoffenheim,Kevin Vogt,24.0,Centre-Back,1. FC Köln,£2.70m,3.4856297514000008,in,Summer,Bundesliga,2016,2016/2017
9117,TSG 1899 Hoffenheim,Sandro Wagner,28.0,Striker,SV Darmstadt 98,£2.52m,3.2532544346400005,in,Summer,Bundesliga,2016,2016/2017
9118,TSG 1899 Hoffenheim,Benjamin Hübner,26.0,Centre-Back,FC Ingolstadt,£720Th.,0.92950126704,in,Summer,Bundesliga,2016,2016/2017
9119,TSG 1899 Hoffenheim,Gregor Kobel,18.0,Goalkeeper,GC Zürich U18,£124Th.,0.160080773768,in,Summer,Bundesliga,2016,2016/2017
9120,Eintracht Frankfurt,Taleb Tawatha,24.0,Left-Back,Maccabi Haifa,£1.08m,1.39425190056,in,Summer,Bundesliga,2016,2016/2017
9121,Eintracht Frankfurt,Omar Mascarell,23.0,Defensive Midfield,Real Madrid,£900Th.,1.1618765838,in,Summer,Bundesliga,2016,2016/2017
9122,SC Freiburg,Caglar Söyüncü,20.0,Centre-Back,Altinordu,£7.13m,9.20464449166,in,Summer,Bundesliga,2016,2016/2017
9123,SC Freiburg,Janik Haberer,22.0,Central Midfield,TSG Hoffenheim,£1.80m,2.3237531676,in,Summer,Bundesliga,2016,2016/2017
9124,SC Freiburg,Manuel Gulde,25.0,Centre-Back,Karlsruher SC,£1.08m,1.39425190056,in,Summer,Bundesliga,2016,2016/2017
9125,SC Freiburg,Onur Bulut,22.0,Right Winger,VfL Bochum,£1.08m,1.39425190056,in,Summer,Bundesliga,2016,2016/2017
9126,SC Freiburg,Jonas Meffert,21.0,Defensive Midfield,Bay. Leverkusen,£1.08m,1.39425190056,in,Summer,Bundesliga,2016,2016/2017
9127,SC Freiburg,Rafal Gikiewicz,28.0,Goalkeeper,E. Braunschweig,£900Th.,1.1618765838,in,Summer,Bundesliga,2016,2016/2017
9128,SC Freiburg,Aleksandar Ignjovski,25.0,Defensive Midfield,E. Frankfurt,£675Th.,0.8714074378500002,in,Summer,Bundesliga,2016,2016/2017
9129,RB Leipzig,Naby Keïta,21.0,Central Midfield,RB Salzburg,£26.78m,34.57228323796,in,Summer,Bundesliga,2016,2016/2017
9130,RB Leipzig,Oliver Burke,19.0,Right Winger,Nottm Forest,£13.68m,17.66052407376,in,Summer,Bundesliga,2016,2016/2017
9131,RB Leipzig,Timo Werner,20.0,Striker,VfB Stuttgart,£12.60m,16.2662721732,in,Summer,Bundesliga,2016,2016/2017
9132,RB Leipzig,Bernardo,21.0,Left-Back,RB Salzburg,£5.40m,6.9712595028000015,in,Summer,Bundesliga,2016,2016/2017
9133,RB Leipzig,Marius Müller,22.0,Goalkeeper,1.FC K'lautern,£1.53m,1.9751901924600002,in,Summer,Bundesliga,2016,2016/2017
9134,RB Leipzig,Kyriakos Papadopoulos,24.0,Centre-Back,Bay. Leverkusen,Loan fee:£900Th.,1.1618765838,in,Summer,Bundesliga,2016,2016/2017
9135,RB Leipzig,Benno Schmitz,21.0,Right-Back,RB Salzburg,£720Th.,0.92950126704,in,Summer,Bundesliga,2016,2016/2017
9136,Borussia Dortmund,Alexander Isak,17.0,Striker,AIK,£7.74m,9.992138620680002,in,Winter,Bundesliga,2016,2016/2017
9137,Bayer 04 Leverkusen,Leon Bailey,19.0,Left Winger,KRC Genk,£12.15m,15.685333881300002,in,Winter,Bundesliga,2016,2016/2017
9138,Borussia Mönchengladbach,Timothée Kolodziejczak,25.0,Centre-Back,Sevilla FC,£6.75m,8.714074378500001,in,Winter,Bundesliga,2016,2016/2017
9139,Borussia Mönchengladbach,Julio Villalba,18.0,Striker,Cerro Porteño,£1.13m,1.45880059966,in,Winter,Bundesliga,2016,2016/2017
9140,FC Schalke 04,Daniel Caligiuri,29.0,Right Winger,VfL Wolfsburg,£2.25m,2.9046914595000004,in,Winter,Bundesliga,2016,2016/2017
9141,FC Schalke 04,Guido Burgstaller,27.0,Striker,1.FC Nuremberg,£1.35m,1.7428148757000004,in,Winter,Bundesliga,2016,2016/2017
9142,1.FSV Mainz 05,Robin Quaison,23.0,Second Striker,US Palermo,£2.25m,2.9046914595000004,in,Winter,Bundesliga,2016,2016/2017
9143,1.FSV Mainz 05,Marin Sverko,18.0,Left-Back,Karlsruhe U19,£54Th.,0.06971259502800002,in,Winter,Bundesliga,2016,2016/2017
9144,VfL Wolfsburg,Yunus Malli,24.0,Attacking Midfield,1.FSV Mainz 05,£11.25m,14.523457297500002,in,Winter,Bundesliga,2016,2016/2017
9145,VfL Wolfsburg,Riechedly Bazoer,20.0,Central Midfield,Ajax,£10.80m,13.942519005600003,in,Winter,Bundesliga,2016,2016/2017
9146,VfL Wolfsburg,Paul-Georges Ntep,24.0,Left Winger,Stade Rennais,£4.50m,5.809382919000001,in,Winter,Bundesliga,2016,2016/2017
