,year,country,protesterdemand1,protesterdemand2,participants,freedom,counts
4430,2010,Germany,land farm issue,"political behavior, process",1000.0,F,1
4432,2010,Germany,land farm issue,"political behavior, process",10000.0,F,1
4433,2010,Germany,land farm issue,"political behavior, process",1000.0,F,1
4435,2011,Germany,"political behavior, process",,50000.0,F,1
4436,2011,Germany,"political behavior, process",,110000.0,F,1
4437,2011,Germany,"political behavior, process",,250000.0,F,1
4439,2011,Germany,"political behavior, process",,120000.0,F,1
4440,2011,Germany,"political behavior, process",,1000.0,F,1
4442,2012,Germany,"political behavior, process",,30000.0,F,1
4443,2012,Germany,"political behavior, process",labor wage dispute,400000.0,F,1
4446,2012,Germany,"political behavior, process",,20000.0,F,1
4447,2013,Germany,"political behavior, process",land farm issue,1000.0,F,1
4449,2013,Germany,"political behavior, process","price increases, tax policy",1000.0,F,1
4451,2013,Germany,labor wage dispute,,1000.0,F,1
4457,2014,Germany,"political behavior, process",,14500.0,F,1
4463,2014,Germany,"political behavior, process",,10000.0,F,1
4464,2014,Germany,"political behavior, process",,10000.0,F,1
4465,2014,Germany,"political behavior, process",,17500.0,F,1
4467,2015,Germany,"political behavior, process",,18000.0,F,1
4468,2015,Germany,"political behavior, process",,25100.0,F,1
4469,2015,Germany,"political behavior, process",,7000.0,F,1
4470,2015,Germany,"political behavior, process",,17000.0,F,1
4471,2015,Germany,"political behavior, process",,1000.0,F,1
4472,2015,Germany,"political behavior, process",,1000.0,F,1
4473,2015,Germany,"political behavior, process",,1000.0,F,1
4475,2015,Germany,"political behavior, process",,1000.0,F,1
4476,2015,Germany,"political behavior, process",,1000.0,F,1
4477,2015,Germany,"political behavior, process",,1000.0,F,1
4478,2015,Germany,"political behavior, process",,1000.0,F,1
4480,2015,Germany,"political behavior, process",,1000.0,F,1
4481,2015,Germany,"political behavior, process",,1000.0,F,1
4482,2015,Germany,"political behavior, process",,1000.0,F,1
4483,2015,Germany,"political behavior, process",,1000.0,F,1
4484,2015,Germany,"political behavior, process",,1000.0,F,1
4485,2015,Germany,"political behavior, process",,4000.0,F,1
4486,2015,Germany,"political behavior, process",,1000.0,F,1
4487,2015,Germany,"political behavior, process",,1000.0,F,1
4488,2015,Germany,"political behavior, process",,1000.0,F,1
4489,2015,Germany,"political behavior, process",,1000.0,F,1
4490,2015,Germany,"political behavior, process",,1000.0,F,1
4491,2015,Germany,"political behavior, process",,1000.0,F,1
4492,2015,Germany,"political behavior, process",,1000.0,F,1
4493,2015,Germany,"political behavior, process",,1000.0,F,1
4494,2015,Germany,"political behavior, process",,1000.0,F,1
4495,2015,Germany,"political behavior, process",,1000.0,F,1
4496,2015,Germany,"political behavior, process",,1000.0,F,1
4497,2015,Germany,"political behavior, process",,1000.0,F,1
4498,2015,Germany,"political behavior, process",,1000.0,F,1
4500,2015,Germany,"political behavior, process",,1000.0,F,1
4501,2015,Germany,"political behavior, process",,1000.0,F,1
4503,2015,Germany,"political behavior, process",,1300.0,F,1
4504,2015,Germany,"political behavior, process",,1000.0,F,1
4506,2015,Germany,"political behavior, process",,1000.0,F,1
4507,2015,Germany,"political behavior, process",,1000.0,F,1
4508,2015,Germany,"political behavior, process",,1000.0,F,1
4509,2015,Germany,"political behavior, process",,1000.0,F,1
4510,2015,Germany,"political behavior, process",,1000.0,F,1
4511,2015,Germany,"political behavior, process",,1000.0,F,1
4512,2015,Germany,"political behavior, process",,1000.0,F,1
4513,2015,Germany,"political behavior, process",,1000.0,F,1
4514,2015,Germany,"political behavior, process",,1000.0,F,1
4515,2015,Germany,"political behavior, process",,250000.0,F,1
4516,2015,Germany,"political behavior, process",,1000.0,F,1
4517,2015,Germany,"political behavior, process",,20000.0,F,1
4518,2015,Germany,"political behavior, process",,1000.0,F,1
4520,2015,Germany,"political behavior, process",,1000.0,F,1
4521,2015,Germany,"political behavior, process",,1000.0,F,1
4522,2015,Germany,"political behavior, process",,1000.0,F,1
4523,2015,Germany,"political behavior, process",,1000.0,F,1
4524,2015,Germany,"political behavior, process",,1000.0,F,1
4525,2015,Germany,"political behavior, process",,1000.0,F,1
4526,2015,Germany,"political behavior, process",,1000.0,F,1
4527,2015,Germany,"political behavior, process",,1000.0,F,1
4528,2015,Germany,"political behavior, process",,1000.0,F,1
4529,2016,Germany,"political behavior, process",,1000.0,F,1
4531,2016,Germany,social restrictions,"political behavior, process",1300.0,F,1
4532,2016,Germany,removal of politician,"political behavior, process",1700.0,F,1
4533,2016,Germany,"political behavior, process",,1000.0,F,1
4535,2016,Germany,"political behavior, process",,1000.0,F,1
4536,2016,Germany,"political behavior, process",,1000.0,F,1
4537,2016,Germany,"political behavior, process",,1000.0,F,1
4538,2016,Germany,"political behavior, process",,1000.0,F,1
4539,2016,Germany,"political behavior, process",,1000.0,F,1
4540,2016,Germany,"political behavior, process",,1000.0,F,1
4541,2016,Germany,"political behavior, process",,1000.0,F,1
4542,2016,Germany,"political behavior, process",,1000.0,F,1
4543,2016,Germany,"political behavior, process",,1000.0,F,1
4544,2016,Germany,"political behavior, process",,1000.0,F,1
4545,2016,Germany,"political behavior, process",,1000.0,F,1
4546,2016,Germany,"political behavior, process",,1000.0,F,1
4547,2016,Germany,"political behavior, process",,1000.0,F,1
4548,2016,Germany,"political behavior, process",,1000.0,F,1
4549,2016,Germany,"political behavior, process",,1000.0,F,1
4550,2016,Germany,"political behavior, process",,2000.0,F,1
4551,2016,Germany,"political behavior, process",,1000.0,F,1
4552,2016,Germany,"political behavior, process",,1000.0,F,1
4553,2016,Germany,"political behavior, process",,1000.0,F,1
4554,2016,Germany,"political behavior, process",,1000.0,F,1
4555,2016,Germany,"political behavior, process",,2000.0,F,1
4556,2016,Germany,"political behavior, process",,1000.0,F,1
4557,2016,Germany,"political behavior, process",,1000.0,F,1
4558,2016,Germany,"political behavior, process",,1000.0,F,1
4559,2016,Germany,"political behavior, process",,1000.0,F,1
4560,2016,Germany,"political behavior, process",,1000.0,F,1
4562,2016,Germany,"political behavior, process",,1000.0,F,1
4563,2016,Germany,"political behavior, process",,3500.0,F,1
4564,2016,Germany,"political behavior, process",,1000.0,F,1
4565,2016,Germany,"political behavior, process",,1000.0,F,1
4566,2016,Germany,"political behavior, process",,1000.0,F,1
4567,2016,Germany,"political behavior, process",,1000.0,F,1
4568,2016,Germany,"political behavior, process",,1000.0,F,1
4569,2016,Germany,"political behavior, process",,1000.0,F,1
4570,2016,Germany,"political behavior, process",,1000.0,F,1
4571,2016,Germany,"political behavior, process",,1000.0,F,1
4572,2016,Germany,"political behavior, process",,1000.0,F,1
4573,2016,Germany,"political behavior, process",,1000.0,F,1
4574,2016,Germany,"political behavior, process",,1000.0,F,1
4575,2016,Germany,"political behavior, process",,1000.0,F,1
4576,2016,Germany,"political behavior, process",,1000.0,F,1
4583,2017,Germany,labor wage dispute,,10000.0,F,1
4611,2017,Germany,"political behavior, process",social restrictions,1000.0,F,1
4614,2017,Germany,labor wage dispute,,2500.0,F,1
4634,2018,Germany,"political behavior, process",,2000.0,F,1
4635,2018,Germany,"political behavior, process",,25000.0,F,1
4636,2018,Germany,"political behavior, process",removal of politician,5000.0,F,1
4637,2018,Germany,"political behavior, process",social restrictions,6000.0,F,1
4639,2018,Germany,"political behavior, process",,4000.0,F,1
4640,2018,Germany,"political behavior, process",social restrictions,5000.0,F,1
4641,2018,Germany,"political behavior, process",social restrictions,1000.0,F,1
4643,2018,Germany,"political behavior, process",social restrictions,2000.0,F,1
4644,2018,Germany,"political behavior, process",,40000.0,F,1
4645,2018,Germany,"political behavior, process",,250000.0,F,1
4646,2019,Germany,"political behavior, process",,3200.0,F,1
4647,2019,Germany,"political behavior, process",,10000.0,F,1
4649,1990,Germany West,"political behavior, process",,5000.0,,1
4650,1990,Germany East,"political behavior, process",,100000.0,,1
4651,1990,Germany East,"political behavior, process",,1000.0,,1
4653,1990,Germany East,"political behavior, process",,1000.0,,1
4654,1990,Germany East,"political behavior, process",,10000.0,,1
4655,1990,Germany East,"political behavior, process",,100000.0,,1
4656,1990,Germany East,"political behavior, process",,10000.0,,1
4657,1990,Germany East,"political behavior, process",,65000.0,,1
4658,1990,Germany East,"price increases, tax policy",,250000.0,,1
4659,1990,Germany East,labor wage dispute,,45000.0,,1
4660,1990,Germany East,"political behavior, process",,3000.0,,1
4667,1992,Poland,"political behavior, process","price increases, tax policy",10000.0,F,1
4668,1992,Poland,"political behavior, process",,35000.0,F,1
4669,1992,Poland,"price increases, tax policy",,1000.0,F,1
4670,1994,Poland,"political behavior, process",,30000.0,F,1
4672,1995,Poland,"political behavior, process",,1000.0,F,1
4674,1995,Poland,"political behavior, process",,6000.0,F,1
4676,1995,Poland,"political behavior, process",,650000.0,F,1
4678,1996,Poland,"political behavior, process",,1000.0,F,1
4680,1996,Poland,labor wage dispute,,4000.0,F,1
4681,1996,Poland,labor wage dispute,"political behavior, process",2000.0,F,1
4687,1996,Poland,"political behavior, process",,10000.0,F,1
4689,1996,Poland,"political behavior, process",,200000.0,F,1
4692,1996,Poland,"political behavior, process",,1500.0,F,1
4695,1996,Poland,"political behavior, process",,2000.0,F,1
4697,1996,Poland,"political behavior, process",,3000.0,F,1
4699,1997,Poland,"political behavior, process",,2000.0,F,1
4700,1997,Poland,"political behavior, process",,1000.0,F,1
4701,1997,Poland,"political behavior, process",,1000.0,F,1
4703,1997,Poland,labor wage dispute,"political behavior, process",10000.0,F,1
4706,1997,Poland,"political behavior, process",,1500.0,F,1
4710,1997,Poland,"political behavior, process",,3000.0,F,1
4713,1998,Poland,"political behavior, process",,1500.0,F,1
4714,1998,Poland,labor wage dispute,,2000.0,F,1
4716,1998,Poland,"political behavior, process",,1500.0,F,1
4717,1998,Poland,"political behavior, process",,4000.0,F,1
4718,1998,Poland,"political behavior, process",,6000.0,F,1
4722,1998,Poland,"political behavior, process",,1000.0,F,1
4725,1998,Poland,"political behavior, process",,10000.0,F,1
4727,1999,Poland,"political behavior, process",land farm issue,1000.0,F,1
4728,1999,Poland,labor wage dispute,removal of politician,30000.0,F,1
4730,2000,Poland,"political behavior, process",land farm issue,10000.0,F,1
4731,2002,Poland,labor wage dispute,"political behavior, process",10000.0,F,1
4734,2002,Poland,"price increases, tax policy",removal of politician,1000.0,F,1
4735,2003,Poland,land farm issue,,2500.0,F,1
4736,2003,Poland,labor wage dispute,"price increases, tax policy",20000.0,F,1
4737,2003,Poland,"political behavior, process",labor wage dispute,7000.0,F,1
4738,2004,Poland,social restrictions,,1000.0,F,1
4740,2007,Poland,"political behavior, process",,1000.0,F,1
4745,2011,Poland,"political behavior, process",,3000.0,F,1
4746,2012,Poland,labor wage dispute,,1000.0,F,1
4748,2012,Poland,social restrictions,,2500.0,F,1
4749,2013,Poland,"political behavior, process",,23000.0,F,1
4750,2013,Poland,labor wage dispute,removal of politician,10000.0,F,1
4752,2014,Poland,"political behavior, process",,10000.0,F,1
4754,2015,Poland,"political behavior, process",,1000.0,F,1
4755,2015,Poland,"political behavior, process",,1000.0,F,1
4756,2016,Poland,"political behavior, process",,10000.0,F,1
4757,2016,Poland,"political behavior, process",,1000.0,F,1
4758,2016,Poland,"political behavior, process",,1000.0,F,1
4759,2016,Poland,"political behavior, process",social restrictions,24000.0,F,1
4760,2016,Poland,"political behavior, process",social restrictions,1000.0,F,1
4763,2016,Poland,"political behavior, process",,1000.0,F,1
4764,2016,Poland,"political behavior, process",,1000.0,F,1
4767,2017,Poland,"political behavior, process",,10000.0,F,1
4768,2017,Poland,social restrictions,,60000.0,F,1
4769,2017,Poland,"political behavior, process",,1000.0,F,1
4771,2018,Poland,social restrictions,,10000.0,F,1
4773,2018,Poland,social restrictions,,1000.0,F,1
4774,2018,Poland,"political behavior, process",,10000.0,F,1
4775,2018,Poland,"political behavior, process",,1000.0,F,1
4776,2018,Poland,"political behavior, process",,1000.0,F,1
4777,2018,Poland,"political behavior, process",,1000.0,F,1
4779,1999,Austria,"political behavior, process",social restrictions,10000.0,F,1
4780,2000,Austria,"political behavior, process",,20000.0,F,1
4781,2000,Austria,"political behavior, process",,10000.0,F,1
4782,2000,Austria,"political behavior, process",,1000.0,F,1
4783,2000,Austria,"political behavior, process",,5000.0,F,1
4784,2000,Austria,"political behavior, process",,1000.0,F,1
4785,2000,Austria,"political behavior, process",,150000.0,F,1
4786,2002,Austria,"political behavior, process",,1000.0,F,1
4787,2003,Austria,social restrictions,,1000.0,F,1
4788,2007,Austria,"political behavior, process",social restrictions,5000.0,F,1
4790,2013,Austria,labor wage dispute,,10000.0,F,1
4791,1990,Hungary,labor wage dispute,"price increases, tax policy",20000.0,F,1
4793,1990,Hungary,land farm issue,,15000.0,F,1
4794,1990,Hungary,labor wage dispute,,20000.0,F,1
4795,1990,Hungary,"price increases, tax policy",,1000.0,F,1
4796,1992,Hungary,labor wage dispute,"political behavior, process",20000.0,F,1
4798,1992,Hungary,"political behavior, process",,50000.0,F,1
4799,1993,Hungary,"political behavior, process",,10000.0,F,1
4800,1994,Hungary,"political behavior, process",,1000.0,F,1
4801,1994,Hungary,"political behavior, process",,30000.0,F,1
4802,1995,Hungary,"political behavior, process","price increases, tax policy",1000.0,F,1
4804,1998,Hungary,"political behavior, process",,10000.0,F,1
4805,1999,Hungary,"political behavior, process",,1000.0,F,1
4806,1999,Hungary,labor wage dispute,,5000.0,F,1
4807,2000,Hungary,"political behavior, process",,2000.0,F,1
