"COUNTRY","Country","AGE","Age","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator","SEX","Sex","INTENSITY","Intensity","YEAR","Year","Value","Flag Codes","Flags"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",,"M","Missing value; data cannot exist"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",,"M","Missing value; data cannot exist"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",,"M","Missing value; data cannot exist"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",,"M","Missing value; data cannot exist"
"ZAF","South Africa","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2013","2013",,"x","Data included in another category"
"ZAF","South Africa","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2014","2014",,"x","Data included in another category"
"ZAF","South Africa","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2015","2015",,"x","Data included in another category"
"ZAF","South Africa","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2016","2016",,"M","Missing value; data cannot exist"
"SVK","Slovak Republic","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",68.783,,
"SVK","Slovak Republic","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",71.123,,
"SVK","Slovak Republic","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",73.044,,
"SVK","Slovak Republic","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",75.247,,
"SVK","Slovak Republic","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",76.055,,
"ISR","Israel","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2013","2013",86.693,,
"ISR","Israel","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2014","2014",86.658,,
"ISR","Israel","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2015","2015",86.869,,
"ISR","Israel","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2016","2016",87.229,,
"ISR","Israel","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2017","2017",87.603,,
"DEU","Germany","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2013","2013",87.512,,
"DEU","Germany","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2014","2014",87.18,,
"DEU","Germany","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2015","2015",88.13,,
"DEU","Germany","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2016","2016",87.99,,
"DEU","Germany","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2017","2017",87.74,,
"EST","Estonia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",85.197,,
"EST","Estonia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",84.843,,
"EST","Estonia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",85.46,,
"EST","Estonia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",88.129,,
"EST","Estonia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",90.233,,
"NLD","Netherlands","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2013","2013",91.796,,
"NLD","Netherlands","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2014","2014",92.465,,
"NLD","Netherlands","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2015","2015",84.339,,
"NLD","Netherlands","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2016","2016",84.666,,
"NLD","Netherlands","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2017","2017",82.992,,
"FIN","Finland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",56.198,,
"FIN","Finland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",56.86,,
"FIN","Finland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",58.197,,
"FIN","Finland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",61.313,,
"FIN","Finland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",63.125,,
"KOR","Korea","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2013","2013",,"M","Missing value; data cannot exist"
"KOR","Korea","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2014","2014",,"M","Missing value; data cannot exist"
"KOR","Korea","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2015","2015",,"M","Missing value; data cannot exist"
"KOR","Korea","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2016","2016",,"M","Missing value; data cannot exist"
"KOR","Korea","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2017","2017",,"M","Missing value; data cannot exist"
"CHN","China (People's Republic of)","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2013","2013",,"x","Data included in another category"
"CHN","China (People's Republic of)","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2014","2014",,"x","Data included in another category"
"CHN","China (People's Republic of)","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2015","2015",,"x","Data included in another category"
"CHN","China (People's Republic of)","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2016","2016",,"x","Data included in another category"
"PRT","Portugal","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",95.31,,
"PRT","Portugal","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",94.876,,
"PRT","Portugal","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",94.49,,
"PRT","Portugal","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",94.805,,
"PRT","Portugal","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",94.62,,
"CAN","Canada","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",80.095,,
"CAN","Canada","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",80.981,,
"CAN","Canada","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",81.922,,
"CAN","Canada","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",82.068,,
"CAN","Canada","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",82.091,,
"NZL","New Zealand","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",56.15,,
"NZL","New Zealand","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",56.127,,
"NZL","New Zealand","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",55.68,,
"NZL","New Zealand","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",56.171,,
"NZL","New Zealand","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",55.61,,
"GRC","Greece","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2013","2013",7.292,,
