"SEX","GEO","TIME","CATEGORY","NACE_R2","AGE","UNIT","Value","Flag and Footnotes"
"Total","Finland","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","275.2",""
"Total","Finland","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","78.1",""
"Total","Finland","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","54.7",""
"Total","Finland","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","35.9",""
"Total","Finland","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","195.8",""
"Total","Finland","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","179.0",""
"Total","Finland","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","24.6",""
"Total","Finland","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","287.3",""
"Total","Finland","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","80.3",""
"Total","Finland","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","54.6",""
"Total","Finland","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","35.8",""
"Total","Finland","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","208.0",""
"Total","Finland","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","188.6",""
"Total","Finland","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","24.7",""
"Total","Finland","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","303.9",""
"Total","Finland","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","85.9",""
"Total","Finland","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","57.0",""
"Total","Finland","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","35.1",""
"Total","Finland","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","219.4",""
"Total","Finland","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","199.4",""
"Total","Finland","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","27.6",""
"Total","Sweden","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","561.4",""
"Total","Sweden","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","106.5",""
"Total","Sweden","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","47.4",""
"Total","Sweden","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","35.7",""
"Total","Sweden","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","498.0",""
"Total","Sweden","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","461.2",""
"Total","Sweden","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","16.0",""
"Total","Sweden","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","580.9",""
"Total","Sweden","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","118.2",""
"Total","Sweden","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","47.4",""
"Total","Sweden","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","35.9",""
"Total","Sweden","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","517.2",""
"Total","Sweden","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","481.2",""
"Total","Sweden","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","16.2",""
"Total","Sweden","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","611.8","b"
"Total","Sweden","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","126.3","b"
"Total","Sweden","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","43.9","b"
"Total","Sweden","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","32.3","b"
"Total","Sweden","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","552.1","b"
"Total","Sweden","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","517.2","b"
"Total","Sweden","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","15.8","b"
"Total","Sweden","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","652.7",""
"Total","Sweden","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","135.7",""
"Total","Sweden","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","43.3",""
"Total","Sweden","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","32.9",""
"Total","Sweden","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","590.3",""
"Total","Sweden","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","546.4",""
"Total","Sweden","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","19.1",""
"Total","United Kingdom","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","3,463.6",""
"Total","United Kingdom","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","627.8",""
"Total","United Kingdom","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","338.7",""
"Total","United Kingdom","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","193.8",""
"Total","United Kingdom","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","2,851.2",""
"Total","United Kingdom","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","2,576.8",""
"Total","United Kingdom","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","273.7",""
"Total","United Kingdom","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","3,459.8",""
"Total","United Kingdom","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","616.2",""
"Total","United Kingdom","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","339.9",""
"Total","United Kingdom","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","198.1",""
"Total","United Kingdom","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","2,848.6",""
"Total","United Kingdom","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","2,590.8",""
"Total","United Kingdom","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","271.3",""
"Total","United Kingdom","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","3,578.6",""
"Total","United Kingdom","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","635.5",""
"Total","United Kingdom","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","362.5",""
"Total","United Kingdom","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","216.2",""
"Total","United Kingdom","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","2,944.3",""
"Total","United Kingdom","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","2,670.2",""
"Total","United Kingdom","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","271.9",""
"Total","United Kingdom","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","3,727.2",""
"Total","United Kingdom","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","650.6",""
"Total","United Kingdom","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","374.8",""
"Total","United Kingdom","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","214.1",""
"Total","United Kingdom","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","3,071.3",""
"Total","United Kingdom","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","2,763.7",""
